Entry	Entry name	Protein names	Gene names	Organism	EC number	Function [CC]	Pathway	Annotation	Site	Gene ontology (GO)	Gene ontology (biological process)
D9R8N8	D9R8N8_CLOSW	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB Closa_3238	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.1.11.6	FUNCTION: Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides. {ECO:0000256|HAMAP-Rule:MF_00337, ECO:0000256|SAAS:SAAS00387505}.		2 out of 5		cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318]; exodeoxyribonuclease VII activity [GO:0008855]; DNA catabolic process [GO:0006308]	DNA catabolic process [GO:0006308]
D9R4S3	D9R4S3_CLOSW	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD Closa_0629	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.7.60	FUNCTION: Catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate (MEP). {ECO:0000256|HAMAP-Rule:MF_00108, ECO:0000256|SAAS:SAAS00786778}.	PATHWAY: Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate: step 2/6. {ECO:0000256|HAMAP-Rule:MF_00108, ECO:0000256|SAAS:SAAS00709253}.	2 out of 5	SITE 19 19 Transition state stabilizer. {ECO:0000256|HAMAP-Rule:MF_00108}.; SITE 26 26 Transition state stabilizer. {ECO:0000256|HAMAP-Rule:MF_00108}.; SITE 157 157 Positions MEP for the nucleophilic attack. {ECO:0000256|HAMAP-Rule:MF_00108}.; SITE 217 217 Positions MEP for the nucleophilic attack. {ECO:0000256|HAMAP-Rule:MF_00108}.	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]
D9R6W4	D9R6W4_CLOSW	L-rhamnose isomerase (EC 5.3.1.14)	rhaA Closa_1003	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.3.1.14		PATHWAY: Carbohydrate degradation; L-rhamnose degradation; glycerone phosphate from L-rhamnose: step 1/3. {ECO:0000256|HAMAP-Rule:MF_00541}.	2 out of 5		cytoplasm [GO:0005737]; L-rhamnose isomerase activity [GO:0008740]; manganese ion binding [GO:0030145]; rhamnose catabolic process [GO:0019301]	rhamnose catabolic process [GO:0019301]
D9R4Y9	D9R4Y9_CLOSW	Histidine kinase (EC 2.7.13.3)	Closa_2527	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.13.3			1 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R004	D9R004_CLOSW	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	Closa_1873	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.1.3.3	FUNCTION: Converts alpha-aldose to the beta-anomer. {ECO:0000256|PIRNR:PIRNR005096}.	PATHWAY: Carbohydrate metabolism; hexose metabolism. {ECO:0000256|PIRNR:PIRNR005096}.	2 out of 5		aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; hexose metabolic process [GO:0019318]	hexose metabolic process [GO:0019318]
D9RAI4	D9RAI4_CLOSW	Histidine kinase (EC 2.7.13.3)	Closa_1666	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.13.3			2 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R4G2	D9R4G2_CLOSW	Peptidoglycan glycosyltransferase (EC 2.4.1.129)	Closa_2463	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.4.1.129			1 out of 5		integral component of membrane [GO:0016021]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]	
D9RAV0	D9RAV0_CLOSW	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	trpF Closa_3624	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.3.1.24		PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 3/5. {ECO:0000256|HAMAP-Rule:MF_00135}.	2 out of 5		phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]	tryptophan biosynthetic process [GO:0000162]
D9R2Z2	D9R2Z2_CLOSW	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	Closa_0345	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.7.87	FUNCTION: Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. {ECO:0000256|PIRNR:PIRNR004930}.		2 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; tRNA processing [GO:0008033]	tRNA processing [GO:0008033]
D9RAC6	D9RAC6_CLOSW	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE Closa_1607	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.99.18	FUNCTION: Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR). {ECO:0000256|HAMAP-Rule:MF_01929, ECO:0000256|PIRNR:PIRNR001338}.	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate from 5-amino-1-(5-phospho-D-ribosyl)imidazole (N5-CAIR route): step 2/2. {ECO:0000256|HAMAP-Rule:MF_01929, ECO:0000256|PIRNR:PIRNR001338}.	2 out of 5		5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; lyase activity [GO:0016829]; 'de novo' IMP biosynthetic process [GO:0006189]	'de novo' IMP biosynthetic process [GO:0006189]
D9R1K6	D9R1K6_CLOSW	Choline trimethylamine-lyase (Choline TMA-lyase) (EC 4.3.99.4) (Choline utilization protein C)	cutC Closa_4018	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.99.4	FUNCTION: Glycine radical enzyme that catalyzes the cleavage of a C-N bond in choline, producing trimethylamine (TMA) and acetaldehyde. {ECO:0000256|HAMAP-Rule:MF_02058}.	PATHWAY: Amine and polyamine metabolism; choline degradation. {ECO:0000256|HAMAP-Rule:MF_02058}.	2 out of 5		carbon-nitrogen lyase activity [GO:0016840]; choline catabolic process [GO:0042426]	choline catabolic process [GO:0042426]
D9R259	D9R259_CLOSW	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs Closa_2130	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.4.3		PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000256|HAMAP-Rule:MF_01543, ECO:0000256|SAAS:SAAS00408336}.	2 out of 5		ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]	tetrahydrofolate interconversion [GO:0035999]
D9R6P7	D9R6P7_CLOSW	Ferritin (EC 1.16.3.2)	Closa_0934	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.16.3.2	FUNCTION: Iron-storage protein. {ECO:0000256|RuleBase:RU361145}.		2 out of 5		cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]
D9QZS9	D9QZS9_CLOSW	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Closa_3785	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.7.6	FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. {ECO:0000256|HAMAP-Rule:MF_01321, ECO:0000256|RuleBase:RU363031}.		2 out of 5		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; transcription, DNA-templated [GO:0006351]	transcription, DNA-templated [GO:0006351]
D9R357	D9R357_CLOSW	Metal-dependent carboxypeptidase (EC 3.4.17.19)	Closa_2228	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.4.17.19	FUNCTION: Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues. {ECO:0000256|PIRNR:PIRNR006615}.		2 out of 5		metal ion binding [GO:0046872]; metallocarboxypeptidase activity [GO:0004181]	
D9R781	D9R781_CLOSW	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB Closa_2979	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.99.25	FUNCTION: Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000256|HAMAP-Rule:MF_01080, ECO:0000256|SAAS:SAAS00534152}.		2 out of 5		RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]	tRNA pseudouridine synthesis [GO:0031119]
D9R7W1	D9R7W1_CLOSW	Siroheme synthase	Closa_3082	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)			PATHWAY: Porphyrin-containing compound metabolism; siroheme biosynthesis; sirohydrochlorin from precorrin-2: step 1/1. {ECO:0000256|SAAS:SAAS01024982}.	1 out of 5		ferrochelatase activity [GO:0004325]; precorrin-2 dehydrogenase activity [GO:0043115]; siroheme biosynthetic process [GO:0019354]	siroheme biosynthetic process [GO:0019354]
D9R6Q3	D9R6Q3_CLOSW	Aspartokinase (EC 2.7.2.4)	Closa_0940	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.2.4		PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 1/4. {ECO:0000256|RuleBase:RU004249}.; PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-homoserine from L-aspartate: step 1/3. {ECO:0000256|RuleBase:RU004249}.; PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 1/5. {ECO:0000256|RuleBase:RU004249}.	2 out of 5		aspartate kinase activity [GO:0004072]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]
D9R022	D9R022_CLOSW	Phosphate propanoyltransferase (EC 2.3.1.222)	Closa_1893	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.222	FUNCTION: Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate. {ECO:0000256|PIRNR:PIRNR010130}.	PATHWAY: Polyol metabolism; 1,2-propanediol degradation. {ECO:0000256|PIRNR:PIRNR010130}.	2 out of 5		transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; propanediol catabolic process [GO:0051144]	propanediol catabolic process [GO:0051144]
D9R2J0	D9R2J0_CLOSW	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	ade Closa_4106	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.4.2			2 out of 5		adenine deaminase activity [GO:0000034]; adenine catabolic process [GO:0006146]	adenine catabolic process [GO:0006146]
D9R9E9	D9R9E9_CLOSW	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung Closa_3373	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.2.2.27	FUNCTION: Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine. {ECO:0000256|HAMAP-Rule:MF_00148, ECO:0000256|RuleBase:RU003780}.		2 out of 5		cytoplasm [GO:0005737]; uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284]	base-excision repair [GO:0006284]
D9RA43	D9RA43_CLOSW	DNA helicase (EC 3.6.4.12)	Closa_3489	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.4.12			1 out of 5		ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding [GO:0003677]	
D9R9Q1	D9R9Q1_CLOSW	Phosphate propanoyltransferase (EC 2.3.1.222)	Closa_1503	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.222	FUNCTION: Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate. {ECO:0000256|PIRNR:PIRNR010130}.	PATHWAY: Polyol metabolism; 1,2-propanediol degradation. {ECO:0000256|PIRNR:PIRNR010130}.	2 out of 5		transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; propanediol catabolic process [GO:0051144]	propanediol catabolic process [GO:0051144]
D9R468	D9R468_CLOSW	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP Closa_2365	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.4.21.92	FUNCTION: Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins. {ECO:0000256|HAMAP-Rule:MF_00444, ECO:0000256|RuleBase:RU000550, ECO:0000256|SAAS:SAAS00674840}.		2 out of 5		cytoplasm [GO:0005737]; serine-type endopeptidase activity [GO:0004252]	
D9QZ72	D9QZ72_CLOSW	ATP-dependent DNA helicase (EC 3.6.4.12)	Closa_1727	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.4.12			2 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding [GO:0003677]; DNA unwinding involved in DNA replication [GO:0006268]	DNA unwinding involved in DNA replication [GO:0006268]
D9R7S1	D9R7S1_CLOSW	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	ade Closa_3042	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.4.2			2 out of 5		adenine deaminase activity [GO:0000034]; adenine catabolic process [GO:0006146]	adenine catabolic process [GO:0006146]
D9R702	D9R702_CLOSW	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Closa_2896	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.4.21		PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; nicotinate D-ribonucleotide from nicotinate: step 1/1. {ECO:0000256|SAAS:SAAS00680516}.	2 out of 5		nicotinate phosphoribosyltransferase activity [GO:0004516]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]; nicotinate nucleotide salvage [GO:0019358]	NAD biosynthetic process [GO:0009435]; nicotinate nucleotide salvage [GO:0019358]
D9R192	D9R192_CLOSW	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Closa_2060	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.3.2			2 out of 5		5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	
D9R2E0	D9R2E0_CLOSW	Ribonuclease R (RNase R) (EC 3.1.13.1)	rnr Closa_2212	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.1.13.1	FUNCTION: 3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs. {ECO:0000256|HAMAP-Rule:MF_01895}.		2 out of 5		cytoplasm [GO:0005737]; exoribonuclease II activity [GO:0008859]; RNA binding [GO:0003723]	
D9RAC7	D9RAC7_CLOSW	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM Closa_1608	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.3.1		PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole from N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide: step 2/2. {ECO:0000256|HAMAP-Rule:MF_00741, ECO:0000256|SAAS:SAAS00768623}.	2 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]	'de novo' IMP biosynthetic process [GO:0006189]
D9R0I1	D9R0I1_CLOSW	Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	Closa_3900	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.72			2 out of 5		nucleic acid binding [GO:0003676]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]	
D9R4A4	D9R4A4_CLOSW	Alpha-L-fucosidase (EC 3.2.1.51)	Closa_2402	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.2.1.51			1 out of 5		alpha-L-fucosidase activity [GO:0004560]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]
D9R9S6	D9R9S6_CLOSW	Probable glycine dehydrogenase (decarboxylating) subunit 2 (EC 1.4.4.2) (Glycine cleavage system P-protein subunit 2) (Glycine decarboxylase subunit 2) (Glycine dehydrogenase (aminomethyl-transferring) subunit 2)	gcvPB Closa_1529	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.4.4.2	FUNCTION: The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor; CO(2) is released and the remaining methylamine moiety is then transferred to the lipoamide cofactor of the H protein. {ECO:0000256|HAMAP-Rule:MF_00713}.		2 out of 5		glycine dehydrogenase (decarboxylating) activity [GO:0004375]; glycine decarboxylation via glycine cleavage system [GO:0019464]	glycine decarboxylation via glycine cleavage system [GO:0019464]
D9R2R3	D9R2R3_CLOSW	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB Closa_4185	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.33	FUNCTION: Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA. {ECO:0000256|HAMAP-Rule:MF_01057, ECO:0000256|SAAS:SAAS00974217}.	PATHWAY: tRNA modification; N(7)-methylguanine-tRNA biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01057}.	2 out of 5		tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]	
D9R4C7	D9R4C7_CLOSW	Histidine kinase (EC 2.7.13.3)	Closa_2427	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.13.3			2 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9RAK0	D9RAK0_CLOSW	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD Closa_1682	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.4.2.1			2 out of 5		purine-nucleoside phosphorylase activity [GO:0004731]; purine nucleoside metabolic process [GO:0042278]	purine nucleoside metabolic process [GO:0042278]
D9R1Z0	D9R1Z0_CLOSW	Integral membrane sensor signal transduction histidine kinase	Closa_0241	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)				1 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R0Z2	D9R0Z2_CLOSW	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG Closa_1960	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.4.12	FUNCTION: Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA). {ECO:0000256|RuleBase:RU363016}.		2 out of 5		ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	DNA recombination [GO:0006310]; DNA repair [GO:0006281]
D9R4A9	D9R4A9_CLOSW	Integral membrane sensor signal transduction histidine kinase	Closa_2407	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)				1 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
